Time,Cutting_Produced,Cutting_Resource,Folding_Produced,Folding_Resource,Bonding_Produced,Bonding_Resource,Labeling_Produced,Labeling_Resource,Kanban_Cutting,Kanban_Folding,Kanban_Bonding,Kanban_Labeling
362.12022280693054,0,22,0,74,0,75,46,47,1,1,1,1
363.25562596321106,0,22,0,74,0,75,47,46,1,1,1,1
364.39073157310486,0,22,0,74,0,75,47,46,1,1,1,1
365.5093505382538,0,22,0,73,0,76,47,46,1,1,1,1
366.70954489707947,0,22,0,73,0,76,47,46,1,1,1,1
367.9026482105255,0,22,0,73,0,76,47,46,1,1,1,1
369.0933473110199,0,22,0,73,0,76,47,46,1,1,1,1
370.276974439621,0,22,0,73,0,76,47,46,1,1,1,1
371.4261791706085,0,22,0,73,0,76,48,45,1,1,1,1
372.5682644844055,0,22,0,73,0,76,48,45,1,1,1,1
373.7064929008484,0,22,0,73,0,76,48,45,1,1,1,1
374.8471531867981,0,22,0,73,0,76,48,45,1,1,1,1
375.97491812705994,0,22,0,73,0,76,48,45,1,1,1,1
377.11213731765747,0,22,0,73,0,76,49,44,1,1,1,1
378.2289080619812,0,22,0,73,0,76,49,44,1,1,1,1
379.3481116294861,0,22,0,73,0,76,49,44,1,1,1,1
380.46534395217896,0,22,0,73,0,76,49,44,1,1,1,1
381.58224296569824,0,22,0,73,0,76,49,44,1,1,1,1
382.7035286426544,0,22,0,73,0,76,49,44,1,1,1,1
383.84291195869446,0,22,0,73,0,75,49,45,1,1,1,1
384.9670400619507,0,22,0,73,0,75,50,44,1,1,1,1
386.100576877594,0,22,0,73,0,75,50,44,1,1,1,1
387.2344009876251,0,22,0,73,0,75,50,44,1,1,1,1
388.44085812568665,0,22,0,73,0,75,50,44,1,1,1,1
389.5750494003296,0,22,0,73,0,75,50,44,1,1,1,1
390.72503113746643,0,22,0,73,0,75,50,44,1,1,1,1
391.8368148803711,0,22,0,73,0,75,51,43,1,1,1,1
392.9653551578522,0,22,0,73,0,75,51,43,1,1,1,1
394.1050946712494,0,22,0,73,0,75,51,43,1,1,1,1
395.23969984054565,0,22,0,73,0,75,51,43,1,1,1,1
396.37593150138855,0,22,0,73,0,75,51,43,1,1,1,1
397.5061752796173,0,22,0,73,0,75,52,42,1,1,1,1
398.6454484462738,0,22,0,73,0,75,52,42,1,1,1,1
399.79539608955383,0,22,0,73,0,75,52,42,1,1,1,1
400.92519760131836,0,22,0,73,0,75,52,42,1,1,1,1
402.0451617240906,0,22,0,73,0,75,52,42,1,1,1,1
403.17081809043884,0,22,0,73,0,75,52,42,1,1,1,1
404.3053479194641,0,22,0,73,0,75,52,42,1,1,1,1
405.4352607727051,0,22,0,73,0,75,52,42,1,1,1,1
406.55550265312195,0,22,0,73,0,75,53,41,1,1,1,1
407.68549132347107,0,22,0,73,0,74,53,42,1,1,1,1
408.82515001296997,0,22,0,72,0,75,53,42,1,1,1,1
409.95541620254517,0,22,0,72,0,75,53,42,1,1,1,1
411.09594988822937,0,22,0,72,0,75,53,42,1,1,1,1
412.22496342658997,0,22,0,72,0,75,53,42,1,1,1,1
413.3741991519928,0,22,0,72,0,75,53,42,1,1,1,1
414.52071142196655,0,22,0,72,0,75,54,41,1,1,1,1
415.6458122730255,0,22,0,72,0,75,54,41,1,1,1,1
416.7853021621704,0,22,0,72,0,75,54,41,1,1,1,1
417.9017262458801,0,22,0,72,0,75,54,41,1,1,1,1
419.03215885162354,0,22,0,72,0,75,54,41,1,1,1,1
420.17022156715393,0,22,0,72,0,75,54,41,1,1,1,1
421.31499218940735,0,22,0,72,0,75,54,41,1,1,1,1
422.45529794692993,0,22,0,72,0,75,55,40,1,1,1,1
423.5952706336975,0,22,0,72,0,75,55,40,1,1,1,1
424.7353312969208,0,22,0,72,0,75,55,40,1,1,1,1
425.8653280735016,0,22,0,72,0,75,55,40,1,1,1,1
427.0055215358734,0,22,0,72,0,75,55,40,1,1,1,1
428.13115406036377,0,21,0,73,0,74,56,40,1,1,1,1
429.2651619911194,0,21,0,73,0,74,56,40,1,1,1,1
430.3960654735565,0,21,0,73,0,74,56,40,1,1,1,1
431.53523206710815,0,21,0,73,0,74,56,40,1,1,1,1
432.70523047447205,0,21,0,73,0,74,56,40,1,1,1,1
433.83544540405273,0,21,0,73,0,74,57,39,1,1,1,1
434.96425676345825,0,21,0,73,0,74,57,39,1,1,1,1
436.1053788661957,0,21,0,73,0,74,57,39,1,1,1,1
437.24137473106384,0,21,0,73,0,74,57,39,1,1,1,1
438.37491250038147,0,21,0,73,0,74,57,39,1,1,1,1
439.490198135376,0,21,0,73,0,74,57,39,1,1,1,1
440.6309452056885,0,21,0,73,0,74,58,38,1,1,1,1
441.7753674983978,0,21,0,73,0,74,58,38,1,1,1,1
442.90060925483704,0,21,0,73,0,74,58,38,1,1,1,1
444.037109375,0,21,0,73,0,74,58,38,1,1,1,1
445.1752898693085,0,21,0,73,0,74,58,38,1,1,1,1
446.30318427085876,0,21,0,73,0,74,59,37,1,1,1,1
